dataset_key,entity_type,canonical_key,display_name,source_system,source_key,confidence,external_id,external_name,notes
maintainarr-axle-spread-type,axle_spread_type,single,Single,stl_seed_catalog,maintainarr-axle-spread-type:single,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Axle Spread Type."
maintainarr-axle-spread-type,axle_spread_type,unknown,Unknown,stl_seed_catalog,maintainarr-axle-spread-type:unknown,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Axle Spread Type."
maintainarr-battery-spec,battery_spec,group_31,Group 31,stl_seed_catalog,maintainarr-battery-spec:group_31,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-battery-spec,battery_spec,group_24,Group 24,stl_seed_catalog,maintainarr-battery-spec:group_24,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-battery-spec,battery_spec,group_27,Group 27,stl_seed_catalog,maintainarr-battery-spec:group_27,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-battery-spec,battery_spec,group_65,Group 65,stl_seed_catalog,maintainarr-battery-spec:group_65,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-battery-spec,battery_spec,agm_group_31,AGM Group 31,stl_seed_catalog,maintainarr-battery-spec:agm_group_31,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-battery-spec,battery_spec,lithium_ion_12v,Lithium-Ion 12V,stl_seed_catalog,maintainarr-battery-spec:lithium_ion_12v,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-battery-spec,battery_spec,flooded_lead_acid,Flooded Lead Acid,stl_seed_catalog,maintainarr-battery-spec:flooded_lead_acid,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-battery-spec,battery_spec,six_v_deep_cycle,6V Deep Cycle,stl_seed_catalog,maintainarr-battery-spec:six_v_deep_cycle,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-battery-spec,battery_spec,eight_d,8D,stl_seed_catalog,maintainarr-battery-spec:eight_d,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-battery-spec,battery_spec,other,Other,stl_seed_catalog,maintainarr-battery-spec:other,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Battery Spec."
maintainarr-belt-spec,belt_spec,serpentine_6pk,Serpentine 6PK,stl_seed_catalog,maintainarr-belt-spec:serpentine_6pk,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-belt-spec,belt_spec,serpentine_8pk,Serpentine 8PK,stl_seed_catalog,maintainarr-belt-spec:serpentine_8pk,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-belt-spec,belt_spec,v_belt_a_section,V-Belt A Section,stl_seed_catalog,maintainarr-belt-spec:v_belt_a_section,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-belt-spec,belt_spec,v_belt_b_section,V-Belt B Section,stl_seed_catalog,maintainarr-belt-spec:v_belt_b_section,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-belt-spec,belt_spec,timing_belt,Timing Belt,stl_seed_catalog,maintainarr-belt-spec:timing_belt,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-belt-spec,belt_spec,fan_belt,Fan Belt,stl_seed_catalog,maintainarr-belt-spec:fan_belt,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-belt-spec,belt_spec,alternator_belt,Alternator Belt,stl_seed_catalog,maintainarr-belt-spec:alternator_belt,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-belt-spec,belt_spec,compressor_belt,Compressor Belt,stl_seed_catalog,maintainarr-belt-spec:compressor_belt,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-belt-spec,belt_spec,oem_specific,OEM Specific,stl_seed_catalog,maintainarr-belt-spec:oem_specific,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-belt-spec,belt_spec,other,Other,stl_seed_catalog,maintainarr-belt-spec:other,0.80,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Belt Spec."
maintainarr-body-style,body_style,sedan,Sedan,stl_seed_catalog,maintainarr-body-style:sedan,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,coupe,Coupe,stl_seed_catalog,maintainarr-body-style:coupe,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,hatchback,Hatchback,stl_seed_catalog,maintainarr-body-style:hatchback,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,wagon,Wagon,stl_seed_catalog,maintainarr-body-style:wagon,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,pickup,Pickup,stl_seed_catalog,maintainarr-body-style:pickup,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,van,Van,stl_seed_catalog,maintainarr-body-style:van,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,cargo_van,Cargo Van,stl_seed_catalog,maintainarr-body-style:cargo_van,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,passenger_van,Passenger Van,stl_seed_catalog,maintainarr-body-style:passenger_van,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,cab_chassis,Cab Chassis,stl_seed_catalog,maintainarr-body-style:cab_chassis,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,cutaway,Cutaway,stl_seed_catalog,maintainarr-body-style:cutaway,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,box_body,Box Body,stl_seed_catalog,maintainarr-body-style:box_body,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,flatbed_body,Flatbed Body,stl_seed_catalog,maintainarr-body-style:flatbed_body,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,utility_body,Utility Body,stl_seed_catalog,maintainarr-body-style:utility_body,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,service_body,Service Body,stl_seed_catalog,maintainarr-body-style:service_body,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-style,body_style,suv,SUV,stl_seed_catalog,maintainarr-body-style:suv,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Style."
maintainarr-body-type,body_type,box,Box,stl_seed_catalog,maintainarr-body-type:box,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,flatbed,Flatbed,stl_seed_catalog,maintainarr-body-type:flatbed,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,utility,Utility,stl_seed_catalog,maintainarr-body-type:utility,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,service,Service,stl_seed_catalog,maintainarr-body-type:service,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,dump,Dump,stl_seed_catalog,maintainarr-body-type:dump,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,tanker,Tanker,stl_seed_catalog,maintainarr-body-type:tanker,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,refrigerated,Refrigerated,stl_seed_catalog,maintainarr-body-type:refrigerated,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,dry_van,Dry Van,stl_seed_catalog,maintainarr-body-type:dry_van,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,curtain_side,Curtain Side,stl_seed_catalog,maintainarr-body-type:curtain_side,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,chassis,Chassis,stl_seed_catalog,maintainarr-body-type:chassis,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,step_van,Step Van,stl_seed_catalog,maintainarr-body-type:step_van,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,stake_body,Stake Body,stl_seed_catalog,maintainarr-body-type:stake_body,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,crane_body,Crane Body,stl_seed_catalog,maintainarr-body-type:crane_body,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-body-type,body_type,other,Other,stl_seed_catalog,maintainarr-body-type:other,0.86,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Body Type."
maintainarr-brake-chamber-type,brake_chamber_type,type_16,Type 16,stl_seed_catalog,maintainarr-brake-chamber-type:type_16,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-chamber-type,brake_chamber_type,type_20,Type 20,stl_seed_catalog,maintainarr-brake-chamber-type:type_20,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-chamber-type,brake_chamber_type,type_24,Type 24,stl_seed_catalog,maintainarr-brake-chamber-type:type_24,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-chamber-type,brake_chamber_type,type_30,Type 30,stl_seed_catalog,maintainarr-brake-chamber-type:type_30,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-chamber-type,brake_chamber_type,type_30_30_spring_brake,Type 30/30 Spring Brake,stl_seed_catalog,maintainarr-brake-chamber-type:type_30_30_spring_brake,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-chamber-type,brake_chamber_type,long_stroke,Long Stroke,stl_seed_catalog,maintainarr-brake-chamber-type:long_stroke,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-chamber-type,brake_chamber_type,piggyback,Piggyback,stl_seed_catalog,maintainarr-brake-chamber-type:piggyback,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-chamber-type,brake_chamber_type,wedge_brake,Wedge Brake,stl_seed_catalog,maintainarr-brake-chamber-type:wedge_brake,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-chamber-type,brake_chamber_type,hydraulic_caliper,Hydraulic Caliper,stl_seed_catalog,maintainarr-brake-chamber-type:hydraulic_caliper,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-chamber-type,brake_chamber_type,other,Other,stl_seed_catalog,maintainarr-brake-chamber-type:other,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Chamber Type."
maintainarr-brake-part-spec,brake_part_spec,brake_pad,Brake Pad,stl_seed_catalog,maintainarr-brake-part-spec:brake_pad,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,brake_shoe,Brake Shoe,stl_seed_catalog,maintainarr-brake-part-spec:brake_shoe,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,brake_drum,Brake Drum,stl_seed_catalog,maintainarr-brake-part-spec:brake_drum,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,brake_rotor,Brake Rotor,stl_seed_catalog,maintainarr-brake-part-spec:brake_rotor,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,brake_chamber,Brake Chamber,stl_seed_catalog,maintainarr-brake-part-spec:brake_chamber,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,slack_adjuster,Slack Adjuster,stl_seed_catalog,maintainarr-brake-part-spec:slack_adjuster,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,air_line,Air Line,stl_seed_catalog,maintainarr-brake-part-spec:air_line,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,gladhand,Gladhand,stl_seed_catalog,maintainarr-brake-part-spec:gladhand,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,abs_sensor,ABS Sensor,stl_seed_catalog,maintainarr-brake-part-spec:abs_sensor,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,caliper,Caliper,stl_seed_catalog,maintainarr-brake-part-spec:caliper,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,master_cylinder,Master Cylinder,stl_seed_catalog,maintainarr-brake-part-spec:master_cylinder,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,wheel_cylinder,Wheel Cylinder,stl_seed_catalog,maintainarr-brake-part-spec:wheel_cylinder,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-part-spec,brake_part_spec,other,Other,stl_seed_catalog,maintainarr-brake-part-spec:other,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Part Spec."
maintainarr-brake-system-type,brake_system_type,air,Air,stl_seed_catalog,maintainarr-brake-system-type:air,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake System Type."
maintainarr-brake-system-type,brake_system_type,hydraulic,Hydraulic,stl_seed_catalog,maintainarr-brake-system-type:hydraulic,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake System Type."
maintainarr-brake-system-type,brake_system_type,electric,Electric,stl_seed_catalog,maintainarr-brake-system-type:electric,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake System Type."
maintainarr-brake-system-type,brake_system_type,air_over_hydraulic,Air Over Hydraulic,stl_seed_catalog,maintainarr-brake-system-type:air_over_hydraulic,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake System Type."
maintainarr-brake-system-type,brake_system_type,surge,Surge,stl_seed_catalog,maintainarr-brake-system-type:surge,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake System Type."
maintainarr-brake-system-type,brake_system_type,regenerative,Regenerative,stl_seed_catalog,maintainarr-brake-system-type:regenerative,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake System Type."
maintainarr-brake-system-type,brake_system_type,parking_brake_only,Parking Brake Only,stl_seed_catalog,maintainarr-brake-system-type:parking_brake_only,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake System Type."
maintainarr-brake-system-type,brake_system_type,other,Other,stl_seed_catalog,maintainarr-brake-system-type:other,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake System Type."
maintainarr-brake-type,brake_type,disc,Disc,stl_seed_catalog,maintainarr-brake-type:disc,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Type."
maintainarr-brake-type,brake_type,drum,Drum,stl_seed_catalog,maintainarr-brake-type:drum,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Type."
maintainarr-brake-type,brake_type,air_disc,Air Disc,stl_seed_catalog,maintainarr-brake-type:air_disc,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Type."
maintainarr-brake-type,brake_type,hydraulic_disc,Hydraulic Disc,stl_seed_catalog,maintainarr-brake-type:hydraulic_disc,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Type."
maintainarr-brake-type,brake_type,hydraulic_drum,Hydraulic Drum,stl_seed_catalog,maintainarr-brake-type:hydraulic_drum,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Type."
maintainarr-brake-type,brake_type,electric_drum,Electric Drum,stl_seed_catalog,maintainarr-brake-type:electric_drum,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Type."
maintainarr-brake-type,brake_type,regenerative,Regenerative,stl_seed_catalog,maintainarr-brake-type:regenerative,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Type."
maintainarr-brake-type,brake_type,other,Other,stl_seed_catalog,maintainarr-brake-type:other,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Brake Type."
maintainarr-cab-type,cab_type,day_cab,Day Cab,stl_seed_catalog,maintainarr-cab-type:day_cab,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Cab Type."
maintainarr-cab-type,cab_type,sleeper_cab,Sleeper Cab,stl_seed_catalog,maintainarr-cab-type:sleeper_cab,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Cab Type."
maintainarr-cab-type,cab_type,crew_cab,Crew Cab,stl_seed_catalog,maintainarr-cab-type:crew_cab,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Cab Type."
maintainarr-cab-type,cab_type,extended_cab,Extended Cab,stl_seed_catalog,maintainarr-cab-type:extended_cab,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Cab Type."
maintainarr-cab-type,cab_type,regular_cab,Regular Cab,stl_seed_catalog,maintainarr-cab-type:regular_cab,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Cab Type."
maintainarr-cab-type,cab_type,cabover,Cabover,stl_seed_catalog,maintainarr-cab-type:cabover,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Cab Type."
maintainarr-cab-type,cab_type,cutaway,Cutaway,stl_seed_catalog,maintainarr-cab-type:cutaway,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Cab Type."
maintainarr-cab-type,cab_type,chassis_cab,Chassis Cab,stl_seed_catalog,maintainarr-cab-type:chassis_cab,0.88,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Cab Type."
maintainarr-charging-connector-type,charging_connector_type,j1772,J1772,stl_seed_catalog,maintainarr-charging-connector-type:j1772,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Charging Connector Type."
maintainarr-charging-connector-type,charging_connector_type,ccs1,CCS1,stl_seed_catalog,maintainarr-charging-connector-type:ccs1,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Charging Connector Type."
maintainarr-charging-connector-type,charging_connector_type,ccs2,CCS2,stl_seed_catalog,maintainarr-charging-connector-type:ccs2,0.82,,,"Staged platform/system acceptable value seed only; excludes tenant-owned, tenant-configured, and tenant-derived values; review/approve row by row. Product=MaintainArr; Dataset=Charging Connector Type."
