product_key,product,feature_id,capability,class,state,required_behavior_or_evidence,rollout_stage,rollout_stage_title,rollout_lane,release_note,source_file,source_line
customarr,CustomArr,CU-UND-003,Unified communication inbox with consent,UNDERSERVED,Target,"Email, SMS, supported messaging, portal, calls, and internal notes share one customer timeline without violating channel permissions.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,156
customarr,CustomArr,CU-UND-004,Operational requirement handoff,UNDERSERVED,Target,"Customer requirements become structured, versioned inputs to OrdArr, RoutArr, LoadArr, MaintainArr, AssurArr, and Compliance Core—not notes someone must remember.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,157
customarr,CustomArr,CU-UND-005,Customer-controlled data and preferences,UNDERSERVED,Target,"Portal users can propose corrections, contacts, locations, preferences, document updates, and communication choices with review status.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,158
customarr,CustomArr,CU-UND-006,No-code custom fields and processes without arbitrary custom objects,UNDERSERVED,Target,"Extend the governed customer model safely with field types, rules, layouts, and workflow templates instead of creating unowned shadow domains.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,159
customarr,CustomArr,CU-UND-007,Mutual action plans,UNDERSERVED,Target,"Customer and team share milestones, owners, due dates, blockers, evidence, and outcomes during onboarding, implementations, renewals, or recovery.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,160
customarr,CustomArr,CU-UND-008,Relationship continuity when staff changes,UNDERSERVED,Target,"Timeline, stakeholders, commitments, next steps, and account plans prevent customer knowledge from leaving with one salesperson.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,161
customarr,CustomArr,CU-UND-009,Transparent lead and account routing,UNDERSERVED,Target,"Explain why ownership changed, capacity/rule used, response SLA, and correction path.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,162
customarr,CustomArr,CU-UND-010,Offline field CRM,UNDERSERVED,Target,"Field staff can access scoped customer/visit context, take notes, scan, capture consent/signature, and queue follow-up without broad data download.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,163
customarr,CustomArr,CU-UND-011,Compliance-aware commercial workflow,UNDERSERVED,Target,Ask plain-language applicability/eligibility questions and explain blocked/warning requirements before promising work.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,164
customarr,CustomArr,CU-UND-012,Customer issue to quality/operations loop,UNDERSERVED,Target,"A complaint can create AssurArr quality context, OrdArr/transport/maintenance follow-up, and return a coherent outcome to the customer case.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,165
customarr,CustomArr,CU-DEM-001,Revenue intelligence and relationship signals,DEMOCRATIZE,Target,"Summarize engagement, stakeholders, risks, commitments, inactivity, next actions, and forecast evidence with citations and user control.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,173
customarr,CustomArr,CU-DEM-002,AI-assisted account research and call preparation,DEMOCRATIZE,Target,Combine approved internal history and public sources into a cited brief without silently changing records or exposing tenant data.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,174
customarr,CustomArr,CU-DEM-003,Conversation intelligence,DEMOCRATIZE,Target,"Transcribe with consent, extract action/commitment/risk proposals, coach quality, and preserve source snippets/evidence.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,175
customarr,CustomArr,CU-DEM-004,Customer data platform lite,DEMOCRATIZE,Target,Resolve customer identity and events across approved sources into governed profiles and segments without a separate enterprise CDP.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,176
customarr,CustomArr,CU-DEM-005,Advanced forecasting and scenario analysis,DEMOCRATIZE,Target,"Explain forecast changes, stage risk, historical accuracy, capacity, product/service constraints, and best/worst/commit scenarios.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,177
customarr,CustomArr,CU-DEM-006,Partner/channel relationship management,DEMOCRATIZE,Target,"Partner onboarding, referrals, deal registration, shared accounts/opportunities, conflict rules, commissions refs, and scoped portals.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,178
customarr,CustomArr,CU-DEM-007,Configure-price-quote contribution,DEMOCRATIZE,Target,"Guided configuration, eligibility, pricing rules, approvals, proposal generation, and OrdArr handoff while LedgArr remains finance owner.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,179
customarr,CustomArr,CU-DEM-008,Customer journey orchestration,DEMOCRATIZE,Target,"Coordinate lifecycle milestones, communications, tasks, service events, and handoffs across products with consent and fatigue controls.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,180
customarr,CustomArr,CU-DEM-009,Customer risk and profitability view,DEMOCRATIZE,Target,"Combine service cost, quality, fulfillment, payment/collection refs, growth, risk, and contractual obligations with governed definitions.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,181
customarr,CustomArr,CU-DEM-010,Secure customer data rooms,DEMOCRATIZE,Target,"Scoped, expiring document exchange, requests, acknowledgements, approvals, and audit through RecordArr/portal without separate enterprise deal-room software.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,182
customarr,CustomArr,CU-FND-001,Tenant-scoped authorization,FOUNDATION,Target,Every read and write is tenant-scoped server-side; product UI visibility never substitutes for authorization.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,188
customarr,CustomArr,CU-FND-002,StaffArr-backed action permissions,FOUNDATION,Target,"Use product action keys, role scopes, delegated authority, and explicit denial reasons; ownership does not prevent permissioned delegated workflows.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,189
customarr,CustomArr,CU-FND-003,Unified suite shell,FOUNDATION,Target,"Consistent navigation, page anatomy, terminology, responsive behavior, keyboard access, and light/dark contrast across products.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,190
customarr,CustomArr,CU-FND-004,Record lifecycle and history,FOUNDATION,Target,"Human-readable statuses, timeline events, actor/time/source attribution, undo or correction paths, and immutable audit evidence.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,191
customarr,CustomArr,CU-FND-005,Quick create for missing references,FOUNDATION · UNDERSERVED,Target,Create the minimum valid cross-product reference without abandoning the current task; preserve context and allow later backfill.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,192
customarr,CustomArr,CU-FND-006,Saved views and personal preferences,COMMON,Target,"Per-user filters, columns, density, sort, board/list preference, default landing view, and product-scoped preferences.",R7A,Customer master baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,193
customarr,CustomArr,CU-FND-007,Bulk operations with preview,COMMON,Target,"Selection-aware actions, dry-run/impact preview, partial failure handling, downloadable results, and permission checks per record.",R7A,Customer master baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,194
customarr,CustomArr,CU-FND-008,Import with mapping and review,COMMON · UNDERSERVED,Target,"Product-specific import separate from Smart Import, with templates, mappings, validation, dedupe, dry run, commit plan, and rollback/correction evidence.",R7A,Customer master baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,195
customarr,CustomArr,CU-FND-009,Export and portability,COMMON · DEMOCRATIZE,Target,"CSV/PDF/JSON or package export appropriate to the domain, without trapping customer data behind enterprise tiers.",R7A,Customer master baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,196
customarr,CustomArr,CU-FND-010,"Notifications, tasks, and inbox",COMMON,Target,"Actionable notifications with ownership, due dates, escalation, snooze/delegation, deep links, and duplicate suppression.",R7A,Customer master baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,197
customarr,CustomArr,CU-FND-011,"API, webhooks, and event outbox",COMMON · DEMOCRATIZE,Target,"Stable versioned APIs, idempotency, service authentication, signed webhooks/events, retries, dead-letter handling, and correlation IDs.",R7A,Customer master baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,198
customarr,CustomArr,CU-FND-012,RecordArr evidence references,FOUNDATION,Target,Files and evidence are stored once in RecordArr and referenced by owning records; products do not create shadow document vaults.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,199
customarr,CustomArr,CU-FND-013,ReportArr projections and metrics,FOUNDATION,Target,Operational products emit facts/events; ReportArr builds read models and reports without becoming the source of operational truth.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,200
customarr,CustomArr,CU-FND-014,Compliance Core applicability and gates,FOUNDATION,Target,"Products request explainable requirements, missing facts, evidence needs, and gate decisions rather than embedding independent legal logic.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,201
customarr,CustomArr,CU-FND-015,Field Companion execution surface,FOUNDATION · UNDERSERVED,Target,"Mobile-first task, scan, capture, acknowledgement, and offline execution against the owning product API.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,202
customarr,CustomArr,CU-FND-016,Professional print and report view,COMMON,Target,"Print output is a purpose-built report document without the app shell, not a screenshot of the current page.",R7A,Customer master baseline,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,203
customarr,CustomArr,CU-FND-017,Accessible error and degraded states,FOUNDATION,Target,"Explain what failed, what remains saved, whether retry is safe, what the user can do, and which administrator or integration owns the issue.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,204
customarr,CustomArr,CU-FND-018,"Time, locale, and units",FOUNDATION,Target,"Store canonical timestamps and units; display tenant/user locale, timezone, currency, and measurement preferences consistently.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,205
customarr,CustomArr,CU-FND-019,"Retention, privacy, and legal hold awareness",FOUNDATION,Target,"Product deletion/archive actions respect RecordArr retention, legal holds, privacy policy, and downstream references.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,206
customarr,CustomArr,CU-FND-020,"AI-assisted proposals, never silent commits",UNDERSERVED,Target,"AI may classify, summarize, suggest, or draft; consequential changes remain reviewable, permissioned, attributable, and reversible.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/customarr/FEATURESET.md,207
fieldcompanion,Field Companion,FC-CUR-001,Mobile/PWA application shell,CURRENT,Partial,"Responsive web-app structure, service worker, launch/session handling, and unified suite navigation are present.",R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,111
fieldcompanion,Field Companion,FC-CUR-002,My work and inbox-oriented home,CURRENT,Partial,"The frontend presents a mobile ""My work"" dashboard, inbox summary, and cross-product work discovery.",R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,112
fieldcompanion,Field Companion,FC-CUR-003,Product workspace launcher,CURRENT,Partial,Users can discover and open mobile-capable product experiences from the shared workspace page and product cards.,R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,113
fieldcompanion,Field Companion,FC-CUR-004,Clock workflow surface,CURRENT,Partial,A dedicated mobile time-clock page exists for cross-product time/labor interaction.,R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,114
fieldcompanion,Field Companion,FC-CUR-005,Scan workflow surface,CURRENT,Partial,A dedicated scan page establishes barcode/QR-driven record/task lookup intent and capture handoff entry.,R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,115
fieldcompanion,Field Companion,FC-CUR-006,Capture and report workflow surface,CURRENT,Partial,Report/capture UI concepts allow field issue or evidence submission.,R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,116
fieldcompanion,Field Companion,FC-CUR-007,Offline queue visibility,CURRENT,Partial,A dedicated page exposes locally queued actions rather than hiding disconnected work.,R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,117
fieldcompanion,Field Companion,FC-CUR-008,Notifications and deep-link context,CURRENT,Partial,Notification settings/display surfaces support actionable mobile routing.,R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,118
fieldcompanion,Field Companion,FC-CUR-009,"Profile, language, browser, and storage context",CURRENT,Partial,The mobile profile exposes environment/preferences and device/browser storage information.,R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,119
fieldcompanion,Field Companion,FC-CUR-010,Shared API/session client,CURRENT,Partial,The frontend integrates with the platform session and cross-product API patterns rather than owning identity.,R9,Field Companion mobile execution,Harden represented capability in product entry release,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,120
fieldcompanion,Field Companion,FC-COM-001,Secure mobile authentication and session,COMMON,Partial,"Use NexArr login/handoff, passkeys/MFA where configured, short-lived tokens, refresh controls, session visibility, logout/revocation, and safe deep links.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,128
fieldcompanion,Field Companion,FC-COM-002,Task and inbox aggregation,COMMON,Partial,"Show assigned/available/mentioned/approval/escalated work across products with due time, priority, location, status, offline capability, and owning-product identity.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,129
fieldcompanion,Field Companion,FC-COM-003,Context scanning,COMMON,Partial,"Support camera barcode/QR, hardware scanners where browser-compatible, typed lookup fallback, duplicate handling, symbology feedback, and permission-scoped results.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,130
fieldcompanion,Field Companion,FC-COM-004,Rich field capture,COMMON,Partial,"Photo, video, audio, file, annotation, OCR proposal, signature, measurement, and structured form capture with quality/size/privacy guidance.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,131
fieldcompanion,Field Companion,FC-COM-005,Offline-first execution,COMMON,Partial,"Download permitted work/context, queue explicit operations, expose sync state, preserve idempotency, handle expiration, and prevent unsafe commits.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,132
fieldcompanion,Field Companion,FC-COM-006,Conflict resolution,COMMON,Partial,"Explain server/local changes, show field-level differences and policy, offer permitted reapply/discard/merge paths, and preserve the original attempt.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,133
fieldcompanion,Field Companion,FC-COM-007,Push notifications,COMMON,Partial,"Register devices/browsers, route tenant/product context, honor quiet hours/preferences, dedupe, expire stale tokens, and deep-link safely.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,134
fieldcompanion,Field Companion,FC-COM-008,Location-aware work with privacy,COMMON,Partial,"Use coarse/precise location only for declared operational purposes, with visible permission, accuracy, retention, spoof/error handling, and non-location alternatives.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,135
fieldcompanion,Field Companion,FC-COM-009,Mobile forms and checklists,COMMON,Partial,"Render product-defined, versioned forms with conditional steps, required evidence, validation, drafts, resumability, and signature/attestation.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,136
fieldcompanion,Field Companion,FC-COM-010,Attachment optimization,COMMON,Partial,"Compress/transcode, generate thumbnails, preserve originals where required, resume uploads, enforce malware/type/size policy, and show network/storage cost.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,137
fieldcompanion,Field Companion,FC-COM-011,Accessibility and field ergonomics,COMMON,Partial,"Large targets, keyboard/switch/screen-reader support, contrast, sunlight mode, reduced motion, glove-friendly controls, audio prompts, and one-handed layouts.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,138
fieldcompanion,Field Companion,FC-COM-012,Multilingual and plain-language UI,COMMON,Target,"Localized labels, dates/units, translated instructions/content where approved, and source-language retention for evidence.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,139
fieldcompanion,Field Companion,FC-COM-013,Shared/kiosk device mode,COMMON,Partial,"Fast secure user switch, badge/QR sign-in where permitted, no data leakage between sessions, short inactivity lock, and selective local cleanup.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,140
fieldcompanion,Field Companion,FC-COM-014,Device capability and health checks,COMMON,Partial,"Detect camera/storage/network/push/location/permissions/browser support and present actionable degraded alternatives, including install-mode, connection-profile, and capability diagnostics.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,141
fieldcompanion,Field Companion,FC-COM-015,Remote configuration and release safety,COMMON,Partial,"Minimum supported version, staged flags, kill switches, schema compatibility, migration, rollback, and clear update-required behavior surface through the release safety banner.",R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,142
fieldcompanion,Field Companion,FC-COM-016,Mobile audit and telemetry,COMMON,Target,Record actor/session/device-class/app version/network/action/sync/outcome without collecting unnecessary personal device data.,R9,Field Companion mobile execution,Complete expected category baseline after MVP proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,143
fieldcompanion,Field Companion,FC-UND-001,Useful offline behavior that is honest,UNDERSERVED,Partial,"Show exactly what is available offline, what is queued, what can expire, what needs online revalidation, and what failed—rather than a generic offline banner.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,151
fieldcompanion,Field Companion,FC-UND-002,Cross-product field work without app hopping,UNDERSERVED,Target,"One inbox, scan, capture, and session can hand off between products while every action still uses the owning product model and permission.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,152
fieldcompanion,Field Companion,FC-UND-003,BYOD protection without mandatory full-device enrollment,UNDERSERVED,Target,Protect STL business data and selectively wipe the app context without demanding control of the worker’s personal phone.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,153
fieldcompanion,Field Companion,FC-UND-004,Low-end device and poor-network support,UNDERSERVED,Partial,"Adaptive image quality for photo uploads, connection-aware payloads, storage budgets, background-safe retry, and readable fallback on inexpensive devices.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,154
fieldcompanion,Field Companion,FC-UND-005,Voice- and glove-friendly workflows,UNDERSERVED,Target,"Read instructions, capture dictation, confirm critical values, pause/resume, and support large controls for mechanics, drivers, warehouse, and field personnel.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,155
fieldcompanion,Field Companion,FC-UND-006,Capture quality coaching,UNDERSERVED,Target,"Detect blur, glare, cutoff, missing document corners, unreadable codes, wrong orientation, duplicate media, and insufficient evidence before upload.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,156
fieldcompanion,Field Companion,FC-UND-007,Privacy-safe location and time proof,UNDERSERVED,Target,"Explain why/when location is requested, avoid continuous surveillance, separate accuracy from compliance, and support exceptions/manual review.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,157
fieldcompanion,Field Companion,FC-UND-008,No-login secure external capture,UNDERSERVED,Target,"Use one-time, scoped, expiring links for a customer/supplier/witness/applicant to provide a specific document, signature, photo, response, or acknowledgement.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,158
fieldcompanion,Field Companion,FC-UND-009,Human-readable sync conflicts,UNDERSERVED,Target,Translate technical conflicts into “the work order closed while you were offline” and preserve a safe resubmission or supervisor-review path.,R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,159
fieldcompanion,Field Companion,FC-UND-010,User-controlled storage and network behavior,UNDERSERVED,Target,"Display downloaded size, queued upload size, retention, Wi-Fi-only preference, clear-cache effects, and what will be lost before deletion.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,160
fieldcompanion,Field Companion,FC-UND-011,Micro-surfaces by role and context,UNDERSERVED,Target,"Open directly to the smallest safe task—inspect, count, sign, scan, photograph, approve, acknowledge—without loading a desktop form.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,161
fieldcompanion,Field Companion,FC-UND-012,Accessible mobile evidence collection,UNDERSERVED,Target,"Support captions/transcripts, alternative input, document review before signature, and assistance without invalidating attribution.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,162
fieldcompanion,Field Companion,FC-UND-013,Transparent shared-device safety,UNDERSERVED,Partial,"Show current signed-in worker, tenant, pending work, last sync, and cleanup state through the shared-device protection overlay so users do not inherit another person’s tasks/data.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,163
fieldcompanion,Field Companion,FC-DEM-001,MAM app-protection policy integration,DEMOCRATIZE,Target,"Support managed/open-in boundaries, copy/paste/save restrictions, encrypted app data, approved storage, conditional launch, and policy status on enrolled or unenrolled devices.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,171
fieldcompanion,Field Companion,FC-DEM-002,Selective wipe and session revocation,DEMOCRATIZE,Partial,"Remove STL cached data, tokens, keys, and queued content after user removal, device loss, policy failure, or remote command without erasing personal data, and show the revoke/wipe path in the app-protection surface.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Requires R0 truth hardening before production reliance,products/fieldcompanion/FEATURESET.md,172
fieldcompanion,Field Companion,FC-DEM-003,Per-app VPN and certificate integration,DEMOCRATIZE,Target,"Use external MAM/MDM providers for app-scoped network, client certificates, device/app attestation, and private APIs where required.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,173
fieldcompanion,Field Companion,FC-DEM-004,Mobile threat-defense integration,DEMOCRATIZE,Target,"Consume risk signals for compromised device, malicious app/network, outdated OS/browser, or unsafe runtime and apply explainable conditional access.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,174
fieldcompanion,Field Companion,FC-DEM-005,Computer-vision-assisted capture,DEMOCRATIZE,Target,"Propose crop, classification, field extraction, damage/defect detection, count, label/SDS matching, and quality checks with human confirmation.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,175
fieldcompanion,Field Companion,FC-DEM-006,Remote expert and guided assistance,DEMOCRATIZE,Target,"Live video/audio/chat, annotations, pointer steps, screen/co-browse where safe, session consent, and automatic evidence packaging.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,176
fieldcompanion,Field Companion,FC-DEM-007,Digital credential wallet,DEMOCRATIZE,Target,"Present/verify training, authorization, permit, inspection, identity, or customer credentials with expiry, selective disclosure, and offline-verifiable signatures where appropriate.",R12,"Expansion, portals, advanced integrations, AI, and category depth",Retained expansion backlog after core vertical proof,Implement behind owning product contracts before release,products/fieldcompanion/FEATURESET.md,177
